conv_date,msg_date,hour,day_of_week,month,sender,text_length,has_attachments
2026-01-12,2026-01-12,22,Monday,2026-01,human,189,True
2026-01-12,2026-01-12,22,Monday,2026-01,assistant,2448,False
2026-01-12,2026-01-12,22,Monday,2026-01,human,142,True
2026-01-12,2026-01-12,22,Monday,2026-01,assistant,1796,False
2026-01-12,2026-01-12,22,Monday,2026-01,human,25,False
2026-01-12,2026-01-12,22,Monday,2026-01,assistant,427,False
2026-01-12,2026-01-12,23,Monday,2026-01,human,2900,False
2026-01-12,2026-01-12,23,Monday,2026-01,assistant,1286,False
2026-01-12,2026-01-12,23,Monday,2026-01,human,57,False
2026-01-12,2026-01-12,23,Monday,2026-01,assistant,217,False
2026-01-12,2026-01-12,23,Monday,2026-01,human,102,False
2026-01-12,2026-01-12,23,Monday,2026-01,assistant,1176,False
2026-01-12,2026-01-12,23,Monday,2026-01,human,750,True
2026-01-12,2026-01-12,23,Monday,2026-01,assistant,2251,False
2026-01-12,2026-01-12,23,Monday,2026-01,human,166,False
2026-01-12,2026-01-12,23,Monday,2026-01,assistant,759,False
2026-01-13,2026-01-13,12,Tuesday,2026-01,human,2095,True
2026-01-13,2026-01-13,12,Tuesday,2026-01,assistant,2077,False
2026-01-13,2026-01-13,12,Tuesday,2026-01,human,50,False
2026-01-13,2026-01-13,12,Tuesday,2026-01,assistant,593,False
2026-01-13,2026-01-13,12,Tuesday,2026-01,human,219,False
2026-01-13,2026-01-13,12,Tuesday,2026-01,assistant,1400,False
2026-01-13,2026-01-13,18,Tuesday,2026-01,human,96,False
2026-01-13,2026-01-13,18,Tuesday,2026-01,assistant,1109,False
2026-01-13,2026-01-13,18,Tuesday,2026-01,human,179,False
2026-01-13,2026-01-13,18,Tuesday,2026-01,assistant,4308,False
2026-01-13,2026-01-13,19,Tuesday,2026-01,human,302,False
2026-01-13,2026-01-13,19,Tuesday,2026-01,assistant,2785,False
2026-01-13,2026-01-13,19,Tuesday,2026-01,human,485,True
2026-01-13,2026-01-13,19,Tuesday,2026-01,assistant,2562,False
2026-01-13,2026-01-13,19,Tuesday,2026-01,human,209,False
2026-01-13,2026-01-13,19,Tuesday,2026-01,assistant,2298,False
2026-01-13,2026-01-13,18,Tuesday,2026-01,human,66,False
2026-01-13,2026-01-13,18,Tuesday,2026-01,assistant,666,False
2026-01-13,2026-01-13,23,Tuesday,2026-01,human,131,False
2026-01-13,2026-01-13,23,Tuesday,2026-01,assistant,3628,False
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,assistant,1858,False
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,3814,True
2026-01-14,2026-01-14,12,Wednesday,2026-01,assistant,367,False
2026-01-14,2026-01-14,12,Wednesday,2026-01,human,1076,False
2026-01-14,2026-01-14,12,Wednesday,2026-01,assistant,1177,False
2026-01-14,2026-01-14,13,Wednesday,2026-01,human,817,False
2026-01-14,2026-01-14,13,Wednesday,2026-01,assistant,1006,False
2026-01-14,2026-01-14,18,Wednesday,2026-01,human,165,False
2026-01-14,2026-01-14,18,Wednesday,2026-01,assistant,1282,False
2026-01-14,2026-01-14,18,Wednesday,2026-01,human,426,True
2026-01-14,2026-01-14,18,Wednesday,2026-01,assistant,1476,False
2026-01-14,2026-01-14,18,Wednesday,2026-01,human,46,False
2026-01-14,2026-01-14,18,Wednesday,2026-01,assistant,1496,False
2026-01-14,2026-01-16,15,Friday,2026-01,human,2176,True
2026-01-14,2026-01-16,15,Friday,2026-01,assistant,1694,False
2026-01-14,2026-01-16,17,Friday,2026-01,human,2292,False
2026-01-14,2026-01-16,17,Friday,2026-01,assistant,1764,False
2026-01-15,2026-01-15,12,Thursday,2026-01,human,3707,False
2026-01-15,2026-01-15,12,Thursday,2026-01,assistant,3164,False
2026-01-15,2026-01-15,13,Thursday,2026-01,human,493,False
2026-01-15,2026-01-15,13,Thursday,2026-01,assistant,2216,False
2026-01-15,2026-01-15,13,Thursday,2026-01,human,198,False
2026-01-15,2026-01-15,13,Thursday,2026-01,assistant,1993,False
2026-01-15,2026-01-15,14,Thursday,2026-01,human,199,False
2026-01-15,2026-01-15,14,Thursday,2026-01,assistant,1190,False
2026-01-16,2026-01-16,15,Friday,2026-01,human,3150,False
2026-01-16,2026-01-16,15,Friday,2026-01,assistant,974,False
2026-01-16,2026-01-16,15,Friday,2026-01,human,39,False
2026-01-16,2026-01-16,15,Friday,2026-01,assistant,1920,False
2026-01-16,2026-01-16,15,Friday,2026-01,human,296,False
2026-01-16,2026-01-16,15,Friday,2026-01,assistant,1198,False
2026-01-16,2026-01-16,15,Friday,2026-01,human,291,False
2026-01-16,2026-01-16,15,Friday,2026-01,assistant,788,False
2026-01-16,2026-01-16,15,Friday,2026-01,human,123,True
2026-01-16,2026-01-16,15,Friday,2026-01,assistant,509,False
2026-01-16,2026-01-16,16,Friday,2026-01,human,20,False
2026-01-16,2026-01-16,16,Friday,2026-01,assistant,240,False
2026-01-18,2026-01-18,21,Sunday,2026-01,human,188,False
2026-01-18,2026-01-18,21,Sunday,2026-01,assistant,1271,False
2026-01-18,2026-01-18,21,Sunday,2026-01,human,35,False
2026-01-18,2026-01-18,21,Sunday,2026-01,assistant,1131,False
2026-01-18,2026-01-18,21,Sunday,2026-01,human,148,False
2026-01-18,2026-01-18,21,Sunday,2026-01,assistant,1122,False
2026-01-18,2026-01-18,22,Sunday,2026-01,human,339,False
2026-01-18,2026-01-18,22,Sunday,2026-01,assistant,1147,False
2026-01-18,2026-01-18,22,Sunday,2026-01,human,297,True
2026-01-18,2026-01-18,22,Sunday,2026-01,assistant,1495,False
2026-01-18,2026-01-18,22,Sunday,2026-01,human,437,True
2026-01-18,2026-01-18,22,Sunday,2026-01,assistant,1525,False
2026-01-18,2026-01-18,22,Sunday,2026-01,human,206,True
2026-01-18,2026-01-18,22,Sunday,2026-01,assistant,1974,False
2026-01-18,2026-01-18,22,Sunday,2026-01,human,176,True
2026-01-18,2026-01-18,22,Sunday,2026-01,assistant,1275,False
2026-01-18,2026-01-18,22,Sunday,2026-01,human,134,True
2026-01-18,2026-01-18,22,Sunday,2026-01,assistant,1131,False
2026-01-18,2026-01-20,13,Tuesday,2026-01,human,253,False
2026-01-18,2026-01-20,13,Tuesday,2026-01,assistant,3021,False
2026-01-18,2026-01-20,13,Tuesday,2026-01,human,381,False
2026-01-18,2026-01-20,13,Tuesday,2026-01,assistant,1789,False
2026-01-18,2026-01-20,13,Tuesday,2026-01,human,69,True
2026-01-18,2026-01-20,13,Tuesday,2026-01,assistant,401,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,human,297,True
2026-01-18,2026-01-20,14,Tuesday,2026-01,assistant,636,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,human,74,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,assistant,514,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,human,73,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,assistant,972,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,human,102,True
2026-01-18,2026-01-20,14,Tuesday,2026-01,assistant,642,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,human,474,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,assistant,456,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,human,27,True
2026-01-18,2026-01-20,14,Tuesday,2026-01,assistant,801,False
2026-01-18,2026-01-20,14,Tuesday,2026-01,human,218,True
2026-01-18,2026-01-20,14,Tuesday,2026-01,assistant,2273,False
2026-01-20,2026-01-20,14,Tuesday,2026-01,human,445,False
2026-01-20,2026-01-20,14,Tuesday,2026-01,assistant,1629,False
2026-01-20,2026-01-20,14,Tuesday,2026-01,human,124,False
2026-01-20,2026-01-20,14,Tuesday,2026-01,assistant,965,False
2026-01-24,2026-01-24,19,Saturday,2026-01,human,315,False
2026-01-24,2026-01-24,19,Saturday,2026-01,assistant,1490,False
2026-01-24,2026-01-24,19,Saturday,2026-01,human,37,False
2026-01-24,2026-01-24,19,Saturday,2026-01,assistant,956,False
2026-01-24,2026-01-24,21,Saturday,2026-01,human,355,True
2026-01-24,2026-01-24,21,Saturday,2026-01,assistant,1045,False
2026-01-24,2026-01-24,21,Saturday,2026-01,human,136,False
2026-01-24,2026-01-24,21,Saturday,2026-01,assistant,1232,False
2026-01-24,2026-01-24,21,Saturday,2026-01,human,299,False
2026-01-24,2026-01-24,21,Saturday,2026-01,assistant,1210,False
2026-01-24,2026-01-24,21,Saturday,2026-01,human,347,False
2026-01-24,2026-01-24,21,Saturday,2026-01,assistant,1277,False
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,15,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-25,16,Sunday,2026-01,human,923,True
2026-01-25,2026-01-26,18,Monday,2026-01,human,923,True
2026-01-25,2026-01-26,18,Monday,2026-01,assistant,2160,False
2026-01-25,2026-01-26,18,Monday,2026-01,human,419,False
2026-01-25,2026-01-26,18,Monday,2026-01,assistant,1357,False
2026-01-25,2026-01-27,0,Tuesday,2026-01,human,571,True
2026-01-25,2026-01-27,0,Tuesday,2026-01,assistant,1267,False
2026-01-25,2026-01-27,0,Tuesday,2026-01,human,779,False
2026-01-25,2026-01-27,0,Tuesday,2026-01,assistant,1637,False
2026-01-25,2026-01-27,12,Tuesday,2026-01,human,277,True
2026-01-25,2026-01-27,12,Tuesday,2026-01,assistant,959,False
2026-01-25,2026-01-27,12,Tuesday,2026-01,human,512,False
2026-01-25,2026-01-27,12,Tuesday,2026-01,assistant,737,False
2026-01-25,2026-01-27,12,Tuesday,2026-01,human,6,False
2026-01-25,2026-01-27,12,Tuesday,2026-01,assistant,1181,False
2026-01-27,2026-01-27,17,Tuesday,2026-01,human,354,False
2026-01-27,2026-01-27,17,Tuesday,2026-01,assistant,955,False
2026-01-27,2026-01-27,17,Tuesday,2026-01,human,1118,False
2026-01-27,2026-01-27,17,Tuesday,2026-01,assistant,1708,False
2026-01-27,2026-01-27,17,Tuesday,2026-01,human,1723,False
2026-01-27,2026-01-27,17,Tuesday,2026-01,assistant,1658,False
2026-01-27,2026-01-27,18,Tuesday,2026-01,human,573,False
2026-01-27,2026-01-27,18,Tuesday,2026-01,assistant,2130,False
2026-01-27,2026-01-27,18,Tuesday,2026-01,human,120,False
2026-01-27,2026-01-27,18,Tuesday,2026-01,assistant,1164,False
2026-01-27,2026-01-27,18,Tuesday,2026-01,human,76,False
2026-01-27,2026-01-27,18,Tuesday,2026-01,assistant,877,False
2026-01-27,2026-01-27,18,Tuesday,2026-01,human,1137,False
2026-01-27,2026-01-27,18,Tuesday,2026-01,assistant,1131,False
2026-01-28,2026-01-28,19,Wednesday,2026-01,human,1322,True
2026-01-28,2026-01-28,19,Wednesday,2026-01,assistant,2284,False
2026-01-28,2026-01-28,19,Wednesday,2026-01,human,121,False
2026-01-28,2026-01-28,19,Wednesday,2026-01,assistant,1243,False
2026-01-28,2026-01-28,19,Wednesday,2026-01,human,66,True
2026-01-28,2026-01-28,19,Wednesday,2026-01,assistant,2419,False
2026-01-28,2026-01-28,19,Wednesday,2026-01,human,66,True
2026-01-28,2026-01-28,19,Wednesday,2026-01,assistant,2332,False
2026-01-28,2026-01-28,19,Wednesday,2026-01,human,247,True
2026-01-28,2026-01-28,19,Wednesday,2026-01,assistant,2685,False
2026-01-28,2026-01-28,19,Wednesday,2026-01,human,130,True
2026-01-28,2026-01-28,19,Wednesday,2026-01,assistant,2092,False
2026-01-28,2026-01-28,20,Wednesday,2026-01,human,97,False
2026-01-28,2026-01-28,20,Wednesday,2026-01,assistant,7896,False
2026-01-28,2026-01-28,20,Wednesday,2026-01,human,326,False
2026-01-28,2026-01-28,20,Wednesday,2026-01,assistant,7305,False
2026-01-28,2026-02-13,21,Friday,2026-02,human,425,True
2026-01-28,2026-02-13,21,Friday,2026-02,assistant,6809,False
2026-01-28,2026-02-13,23,Friday,2026-02,human,316,False
2026-01-28,2026-02-13,23,Friday,2026-02,assistant,2267,False
2026-02-04,2026-02-04,1,Wednesday,2026-02,human,1295,False
2026-02-04,2026-02-04,1,Wednesday,2026-02,assistant,1443,False
2026-02-04,2026-02-04,1,Wednesday,2026-02,human,177,False
2026-02-04,2026-02-04,1,Wednesday,2026-02,assistant,1284,False
2026-02-04,2026-02-04,1,Wednesday,2026-02,human,127,False
2026-02-04,2026-02-04,1,Wednesday,2026-02,assistant,646,False
2026-02-04,2026-02-06,11,Friday,2026-02,human,395,False
2026-02-04,2026-02-06,11,Friday,2026-02,assistant,1251,False
2026-02-04,2026-02-06,11,Friday,2026-02,human,235,False
2026-02-04,2026-02-06,11,Friday,2026-02,assistant,1239,False
2026-02-04,2026-02-06,11,Friday,2026-02,human,135,False
2026-02-04,2026-02-06,11,Friday,2026-02,assistant,1254,False
2026-02-04,2026-02-06,12,Friday,2026-02,human,375,False
2026-02-04,2026-02-06,12,Friday,2026-02,assistant,1288,False
2026-02-05,2026-02-05,14,Thursday,2026-02,human,155,False
2026-02-05,2026-02-05,14,Thursday,2026-02,assistant,1542,False
2026-02-05,2026-02-05,14,Thursday,2026-02,human,159,False
2026-02-05,2026-02-05,14,Thursday,2026-02,assistant,1299,False
2026-02-14,2026-02-14,18,Saturday,2026-02,human,3099,False
2026-02-14,2026-02-14,18,Saturday,2026-02,assistant,1455,False
2026-02-14,2026-02-14,18,Saturday,2026-02,human,1039,False
2026-02-14,2026-02-14,18,Saturday,2026-02,assistant,2734,False
2026-02-14,2026-02-14,18,Saturday,2026-02,human,466,False
2026-02-14,2026-02-14,18,Saturday,2026-02,assistant,1117,False
2026-02-14,2026-02-14,18,Saturday,2026-02,human,183,False
2026-02-14,2026-02-14,18,Saturday,2026-02,assistant,713,False
2026-02-14,2026-02-14,18,Saturday,2026-02,human,826,True
2026-02-14,2026-02-14,18,Saturday,2026-02,assistant,3412,True
2026-02-14,2026-02-14,19,Saturday,2026-02,human,692,False
2026-02-14,2026-02-14,19,Saturday,2026-02,assistant,2703,False
2026-02-14,2026-02-14,18,Saturday,2026-02,human,3171,False
2026-02-14,2026-02-14,18,Saturday,2026-02,assistant,1778,False
2026-02-14,2026-02-14,18,Saturday,2026-02,human,437,False
2026-02-14,2026-02-14,19,Saturday,2026-02,assistant,2939,False
2026-02-18,2026-02-18,22,Wednesday,2026-02,human,649,False
2026-02-18,2026-02-18,22,Wednesday,2026-02,assistant,1906,False
2026-02-18,2026-02-18,23,Wednesday,2026-02,human,415,False
2026-02-18,2026-02-18,23,Wednesday,2026-02,assistant,1136,False
2026-02-18,2026-02-19,0,Thursday,2026-02,human,443,False
2026-02-18,2026-02-19,0,Thursday,2026-02,assistant,858,False
2026-02-18,2026-02-19,0,Thursday,2026-02,human,47,False
2026-02-18,2026-02-19,0,Thursday,2026-02,assistant,1184,False
2026-02-20,2026-02-20,1,Friday,2026-02,human,3555,True
2026-02-20,2026-02-20,1,Friday,2026-02,assistant,921,False
2026-02-21,2026-02-21,23,Saturday,2026-02,human,32,False
2026-02-21,2026-02-21,23,Saturday,2026-02,assistant,492,False
2026-02-21,2026-02-21,23,Saturday,2026-02,human,2747,False
2026-02-21,2026-02-21,23,Saturday,2026-02,assistant,1185,False
2026-02-21,2026-02-21,23,Saturday,2026-02,human,0,True
2026-02-21,2026-02-21,23,Saturday,2026-02,assistant,1023,False
2026-02-21,2026-02-22,0,Sunday,2026-02,human,0,True
2026-02-21,2026-02-22,0,Sunday,2026-02,assistant,971,False
2026-02-21,2026-02-22,0,Sunday,2026-02,human,3725,False
2026-02-21,2026-02-22,0,Sunday,2026-02,assistant,902,False
2026-02-21,2026-02-22,0,Sunday,2026-02,human,3730,False
2026-02-21,2026-02-22,0,Sunday,2026-02,assistant,882,False
2026-02-21,2026-02-22,2,Sunday,2026-02,human,2912,False
2026-02-21,2026-02-22,2,Sunday,2026-02,assistant,1155,False
2026-02-22,2026-02-22,21,Sunday,2026-02,human,432,True
2026-02-22,2026-02-22,21,Sunday,2026-02,assistant,994,False
2026-02-26,2026-02-26,16,Thursday,2026-02,human,130,False
2026-02-26,2026-02-26,16,Thursday,2026-02,assistant,947,False
2026-02-26,2026-02-26,16,Thursday,2026-02,human,503,False
2026-02-26,2026-02-26,16,Thursday,2026-02,assistant,103,False
2026-02-26,2026-02-26,16,Thursday,2026-02,human,434,False
2026-02-26,2026-02-26,16,Thursday,2026-02,assistant,1421,False
2026-02-27,2026-02-27,0,Friday,2026-02,human,497,True
2026-02-27,2026-02-27,0,Friday,2026-02,assistant,1068,False
2026-02-27,2026-02-27,0,Friday,2026-02,human,367,False
2026-02-27,2026-02-27,0,Friday,2026-02,assistant,863,False
2026-02-27,2026-02-27,0,Friday,2026-02,human,131,False
2026-02-27,2026-02-27,0,Friday,2026-02,assistant,1666,False
2026-02-27,2026-02-27,0,Friday,2026-02,human,481,False
2026-02-27,2026-02-27,0,Friday,2026-02,assistant,1911,False
2026-02-27,2026-02-27,1,Friday,2026-02,human,237,True
2026-02-27,2026-02-27,1,Friday,2026-02,assistant,653,False
2026-02-27,2026-02-27,1,Friday,2026-02,human,237,True
2026-02-27,2026-02-27,1,Friday,2026-02,assistant,856,False
2026-02-27,2026-02-27,1,Friday,2026-02,human,311,False
2026-02-27,2026-02-27,1,Friday,2026-02,assistant,583,False
2026-02-27,2026-02-27,1,Friday,2026-02,human,199,False
2026-02-27,2026-02-27,2,Friday,2026-02,assistant,1323,False
2026-02-28,2026-02-28,13,Saturday,2026-02,human,264,True
2026-02-28,2026-02-28,13,Saturday,2026-02,assistant,2658,False
2026-02-28,2026-02-28,13,Saturday,2026-02,human,347,False
2026-02-28,2026-02-28,13,Saturday,2026-02,assistant,3238,False
2026-02-28,2026-02-28,13,Saturday,2026-02,human,220,False
2026-02-28,2026-02-28,13,Saturday,2026-02,assistant,4206,False
2026-02-28,2026-02-28,21,Saturday,2026-02,human,118,False
2026-02-28,2026-02-28,21,Saturday,2026-02,assistant,1309,False
2026-02-28,2026-03-02,16,Monday,2026-03,human,221,False
2026-02-28,2026-03-02,16,Monday,2026-03,assistant,2532,False
2026-02-28,2026-03-02,17,Monday,2026-03,human,110,False
2026-02-28,2026-03-02,17,Monday,2026-03,assistant,2348,False
2026-02-28,2026-03-02,17,Monday,2026-03,human,36,False
2026-02-28,2026-03-02,17,Monday,2026-03,assistant,2758,False
2026-02-28,2026-03-02,17,Monday,2026-03,human,16,False
2026-02-28,2026-03-02,17,Monday,2026-03,assistant,2306,False
2026-02-28,2026-03-02,17,Monday,2026-03,human,20,False
2026-02-28,2026-03-02,17,Monday,2026-03,assistant,2163,False
2026-02-28,2026-03-11,16,Wednesday,2026-03,human,261,True
2026-02-28,2026-03-11,16,Wednesday,2026-03,assistant,709,False
2026-02-28,2026-03-11,16,Wednesday,2026-03,human,106,False
2026-02-28,2026-03-11,16,Wednesday,2026-03,assistant,1626,False
2026-02-28,2026-03-11,16,Wednesday,2026-03,human,71,False
2026-02-28,2026-03-11,16,Wednesday,2026-03,assistant,644,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,human,283,True
2026-02-28,2026-03-17,17,Tuesday,2026-03,assistant,1832,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,human,100,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,assistant,2569,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,human,213,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,assistant,2506,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,human,264,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,assistant,1359,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,human,29,False
2026-02-28,2026-03-17,17,Tuesday,2026-03,assistant,1067,False
2026-02-28,2026-02-28,18,Saturday,2026-02,human,3787,False
2026-02-28,2026-02-28,18,Saturday,2026-02,assistant,2684,False
2026-02-28,2026-02-28,19,Saturday,2026-02,human,196,True
2026-02-28,2026-02-28,19,Saturday,2026-02,assistant,424,False
2026-02-28,2026-02-28,19,Saturday,2026-02,human,114,False
2026-02-28,2026-02-28,19,Saturday,2026-02,assistant,1469,False
2026-02-28,2026-02-28,19,Saturday,2026-02,human,206,False
2026-02-28,2026-02-28,19,Saturday,2026-02,assistant,1408,True
2026-02-28,2026-02-28,19,Saturday,2026-02,human,77,False
2026-02-28,2026-02-28,19,Saturday,2026-02,assistant,169,False
2026-02-28,2026-02-28,19,Saturday,2026-02,human,3308,False
2026-02-28,2026-02-28,19,Saturday,2026-02,assistant,836,False
2026-02-28,2026-02-28,19,Saturday,2026-02,human,171,False
2026-02-28,2026-02-28,19,Saturday,2026-02,assistant,971,False
2026-03-01,2026-03-01,13,Sunday,2026-03,human,1419,False
2026-03-01,2026-03-01,13,Sunday,2026-03,assistant,7330,False
2026-03-01,2026-03-01,13,Sunday,2026-03,human,39,False
2026-03-01,2026-03-01,13,Sunday,2026-03,assistant,1627,False
2026-03-01,2026-03-01,13,Sunday,2026-03,human,24,False
2026-03-01,2026-03-01,13,Sunday,2026-03,assistant,350,False
2026-03-01,2026-03-01,13,Sunday,2026-03,human,307,False
2026-03-01,2026-03-01,13,Sunday,2026-03,assistant,934,False
2026-03-01,2026-03-01,13,Sunday,2026-03,human,304,False
2026-03-01,2026-03-01,13,Sunday,2026-03,assistant,2293,False
2026-03-02,2026-03-02,0,Monday,2026-03,human,322,False
2026-03-02,2026-03-02,0,Monday,2026-03,assistant,1768,False
2026-03-02,2026-03-02,0,Monday,2026-03,human,139,False
2026-03-02,2026-03-02,0,Monday,2026-03,assistant,1230,False
2026-03-02,2026-03-02,23,Monday,2026-03,human,86,True
2026-03-02,2026-03-02,23,Monday,2026-03,assistant,585,False
2026-03-02,2026-03-02,23,Monday,2026-03,human,70,False
2026-03-02,2026-03-02,23,Monday,2026-03,assistant,900,False
2026-03-02,2026-03-02,23,Monday,2026-03,human,32,False
2026-03-02,2026-03-02,23,Monday,2026-03,assistant,1240,False
2026-03-02,2026-03-02,23,Monday,2026-03,human,26,False
2026-03-02,2026-03-02,23,Monday,2026-03,assistant,1189,False
2026-03-03,2026-03-03,14,Tuesday,2026-03,human,101,True
2026-03-03,2026-03-03,14,Tuesday,2026-03,assistant,430,False
2026-03-03,2026-03-03,14,Tuesday,2026-03,human,43,False
2026-03-03,2026-03-03,14,Tuesday,2026-03,assistant,537,False
2026-03-04,2026-03-04,0,Wednesday,2026-03,human,186,False
2026-03-04,2026-03-04,0,Wednesday,2026-03,assistant,3240,False
2026-03-04,2026-03-04,16,Wednesday,2026-03,human,198,False
2026-03-04,2026-03-04,16,Wednesday,2026-03,assistant,4209,False
2026-03-05,2026-03-05,1,Thursday,2026-03,human,586,True
2026-03-05,2026-03-05,1,Thursday,2026-03,assistant,390,False
2026-03-05,2026-03-05,1,Thursday,2026-03,human,79,False
2026-03-05,2026-03-05,1,Thursday,2026-03,assistant,3959,False
2026-03-06,2026-03-06,18,Friday,2026-03,human,3506,False
2026-03-06,2026-03-06,18,Friday,2026-03,assistant,1815,False
2026-03-06,2026-03-06,18,Friday,2026-03,human,28,True
2026-03-06,2026-03-06,18,Friday,2026-03,assistant,418,False
2026-03-06,2026-03-06,18,Friday,2026-03,human,176,True
2026-03-06,2026-03-06,18,Friday,2026-03,assistant,1361,False
2026-03-06,2026-03-06,18,Friday,2026-03,human,2389,False
2026-03-06,2026-03-06,18,Friday,2026-03,assistant,1083,False
2026-03-06,2026-03-06,18,Friday,2026-03,human,2878,False
2026-03-06,2026-03-06,19,Friday,2026-03,assistant,1146,False
2026-03-06,2026-03-06,19,Friday,2026-03,human,1621,False
2026-03-06,2026-03-06,19,Friday,2026-03,assistant,836,False
2026-03-08,2026-03-08,0,Sunday,2026-03,human,2376,False
2026-03-08,2026-03-08,0,Sunday,2026-03,assistant,1101,False
2026-03-09,2026-03-09,15,Monday,2026-03,human,0,True
2026-03-09,2026-03-09,15,Monday,2026-03,assistant,1275,False
2026-03-09,2026-03-09,15,Monday,2026-03,assistant,1148,False
2026-03-09,2026-03-09,16,Monday,2026-03,human,0,True
2026-03-09,2026-03-09,16,Monday,2026-03,human,0,True
2026-03-09,2026-03-09,16,Monday,2026-03,assistant,1502,False
2026-03-09,2026-03-09,16,Monday,2026-03,human,3326,False
2026-03-09,2026-03-09,16,Monday,2026-03,assistant,1299,False
2026-03-10,2026-03-10,14,Tuesday,2026-03,human,483,False
2026-03-10,2026-03-10,14,Tuesday,2026-03,assistant,2964,False
2026-03-10,2026-03-10,15,Tuesday,2026-03,human,28,False
2026-03-10,2026-03-10,15,Tuesday,2026-03,assistant,866,False
2026-03-10,2026-03-11,15,Wednesday,2026-03,human,262,False
2026-03-10,2026-03-11,15,Wednesday,2026-03,assistant,852,False
2026-03-10,2026-03-17,23,Tuesday,2026-03,human,2563,False
2026-03-10,2026-03-17,23,Tuesday,2026-03,assistant,1225,False
2026-03-10,2026-03-17,23,Tuesday,2026-03,human,134,False
